person_id,first_name,last_name,address1,address2,address3,email,phone,DOB
19790920-6397,Ann-Christin,Eklund,Lillliden 39,Vårgårda,19562,elvi.sundberg@gmail.com,+46(0)393263214,1979-09-20

19931010-6479,Finn,Blom,Sundströmgatan 3809,Tranås,17218,engelbert75@sandberg.biz,0312-426 92,1993-10-10

19900101-4560,Seved,Berggren,Elofstigen 79,Bergvik,387 71,barbro.martinsson@sundberg.biz,0822347882,1990-01-01

20190126-7711,Roine,Strömberg,Söderberg Backe 95E,Krokom,70296,rhansson@hotmail.com,08-067 566 13,2019-01-26

19841003-6968,Stina,Jönsson,Enokbacken 7654,Bullmark,36445,norberg.janet@gmail.com,0385414384,1984-10-03

19990914-5004,Anny,Eklund,Borghildgatan 55Q,Tving,785 99,stefan80@fransson.com,+46 102 579 215,1999-09-14

19911213-9892,Gerd,Olofsson,Kungsstigen 699,Töre,22811,bengtsson.signhild@hotmail.com,+4668266758,1991-12-13

19850213-9310,Klas,Claesson,Ringvägen 60,Salbohed,490 09,sten60@yahoo.com,047-174 329,1985-02-13

19920328-4306,Lorentz,Olsson,Vasavägen 52,Nossebro,14608,henry88@hotmail.com,+468816363,1992-03-28

19810204-6892,Runar,Pålsson,Richardbacken 93I,Ringarum,988 96,rbergqvist@yahoo.com,077803999,1981-02-04

20170616-4947,Seved,Ekström,Fredsliden 51,Tävelsås,92423,akesson.clarence@yahoo.com,0943-815 48,2017-06-16

19730925-0414,Ros-Mari,Lundberg,Brunnsgatan 73,Rolfs,43816,pnystrom@lundberg.com,+46 (0)384 570 80,1973-09-25

20170826-4126,Jane,Bergqvist,Ejnargränd 1,Vintrie,982 09,florence.eriksson@yahoo.com,+46 (0)8 525 13 56,2017-08-26

20150615-0870,Elfrida,Hansson,Nilssongatan 99C,Ransta,883 01,lillemor91@mattsson.com,08-279 35 23,2015-06-15

20070130-0443,Teresia,Åberg,Vasabacken 3Z,Fredrika,246 02,evy.lundberg@eliasson.com,077079933,2007-01-30

20100529-1832,Engelbrekt,Fransson,Anderssongränd 95,Grimslöv,75779,elma45@gmail.com,08-912 937 25,2010-05-29

19771115-2310,George,Hansen,Sjöstigen 294,Föllinge,86931,cpalsson@gmail.com,08-76 27 81,1977-11-15

20080323-2065,Bengt,Sandström,Vasaliden 6M,Bollstabruk,49147,arne96@forsberg.org,+46 (0)639 729 17,2008-03-23

19850904-0268,Alve,Eklund,Ringbacken 9945,Pukavik,826 09,elving63@berg.com,010-397 097,1985-09-04

19740110-7772,Set,Samuelsson,Aronbacken 81U,Södra Sunderbyn,427 56,viklund.malte@hotmail.com,+463778248,1974-01-10

20070407-8204,Albertina,Jonasson,Berglundgatan 8I,Pukavik,501 67,falk.lage@yahoo.com,0903522740,2007-04-07

19970912-6491,Marika,Hansen,Drottningvägen 99Z,Hönö,44644,lill.palsson@yahoo.com,08-334 460 63,1997-09-12

20170723-8138,Mirjam,Sandberg,Vasagatan 46Q,Ölmbrotorp,40510,bergqvist.birger@gmail.com,+46 (0)3715460,2017-07-23

19870220-5024,Laila,Sundberg,Lundströmliden 28S,Ramvik,302 66,gully93@hedlund.info,+46 (0)9404221,1987-02-20

19880125-1099,Roine,Blomqvist,Lillgränd 84L,Skölsta,41121,billy.engstrom@oberg.com,+461224284,1988-01-25

19931004-0605,Ragnar,Dahlberg,Per-Åkegränd 3I,Glumslöv,32766,teresia32@gmail.com,0754-486 25,1993-10-04

19920404-5028,Lill,Axelsson,Sjöliden 844,Sennan,56681,mbjorklund@gmail.com,0832758960,1992-04-04

19780203-7805,Pia,Sundström,Sjögatan 5250,Östra Grevie,87565,vitalis.sundstrom@falk.com,08-054 50 93,1978-02-03

20081215-2409,Madeleine,Björk,Sjövägen 3,Furusjö,338 20,umartinsson@gmail.com,+46 (0)8 109 69 50,2008-12-15

19920405-7456,Petronella,Magnusson,Gunnelbacken 7588,Jokkmokk,279 37,annemarie08@gmail.com,+46 (0)606 157 70,1992-04-05

19850524-1769,Assar,Sandström,Elongränd 9Z,Berg,39152,astrom.gunbritt@gmail.com,+46 (0)8 121 56 69,1985-05-24

20180418-5093,Estrid,Lind,Kungsgränd 2,Älvsered,70132,isaksson.christer@wallin.com,0963799389,2018-04-18

19800710-0515,Janet,Viklund,Norberg Backe 5,Jörn,360 95,william43@yahoo.com,+464611454,1980-07-10

20140226-6127,Charles,Lindqvist,Jan-Ovevägen 739,Gulleråsen,38938,sberg@hedlund.net,0832079768,2014-02-26

20090817-1976,Daisy,Blomqvist,Jimbacken 9531,Ånge,134 63,cjonsson@gmail.com,066483129,2009-08-17

20121230-8407,Else,Lundqvist,Lindström Gata 48C,Laxvik,22206,holmqvist.kaarina@hermansson.net,013228779,2012-12-30

20041129-3361,Ferdinand,Sundberg,Fredsstigen 7,Tanumshede,287 28,theresia05@gmail.com,+46 (0)44 13 44 07,2004-11-29

20060628-0764,Crister,Fransson,Ringgränd 38W,Höör,574 72,adela.jonsson@yahoo.com,+46 (0)8 487 97 62,2006-06-28

19730821-2349,Reinhold,Nilsson,Storgatan 4G,Kil,22050,kenth04@lindqvist.com,+46 (0)238 571 204,1973-08-21

20120120-8655,Regina,Öberg,Småbacken 30,Nyland,880 83,mirjam53@hermansson.com,018808474,2012-01-20

20000318-0842,Ann-Sofi,Olsson,Inesstigen 74,Linneryd,43381,lundin.sibylla@gmail.com,+46(0)3734679,2000-03-18

19920118-9039,Therése,Bergqvist,Hamngränd 6756,Anneberg,64886,theodor.abrahamsson@hakansson.org,+46 (0)999 155 79,1992-01-18

19850608-3350,Efraim,Isaksson,Drottninggatan 4,Kareby,47675,thorsten.andreasson@yahoo.com,+46 (0)8804423,1985-06-08

20190309-1269,Levin,Nyström,Storstigen 55,Skärgårdsstad,82878,sundqvist.gunnel@gmail.com,+46 (0)61 66 81 44,2019-03-09

19850705-0579,Lorentz,Bengtsson,Larsson Backe 21,Bureå,256 13,zolofsson@viklund.com,056913258,1985-07-05

19931222-6480,Alf,Nyström,Storliden 836,Kopparmora,845 58,anja62@lofgren.com,+468160523,1993-12-22

20020201-3275,Nanny,Sjöberg,Fredsstigen 192,Arentorp,152 04,agnes05@lindqvist.biz,046-657 90 74,2002-02-01

19830926-2748,Ingegärd,Björklund,Algotgränd 180,Lillhärdal,15181,vivianne20@bergstrom.net,0484-393 69,1983-09-26

19720912-1482,Eric,Lundin,Fredsvägen 1888,Flurkmark,582 10,bjansson@hotmail.com,0522-763 89,1972-09-12

20160424-3003,Mona,Lindholm,Ringstigen 3,Kastlösa,663 13,katrin.wikstrom@soderberg.net,047-026 09 00,2016-04-24

19970319-8129,Torsten,Björklund,Eilertgatan 5,Backa,146 13,isabella.martinsson@yahoo.com,+46 (0)1682798,1997-03-19

19960101-7601,Raymond,Larsson,Lindholmstigen 73,Trulsegården,567 79,ossian.ivarsson@sundstrom.com,+46 (0)30267942,1996-01-01

20131015-2625,Madeleine,Ivarsson,Jonssonvägen 22,Vik,24969,amalia.berglund@dahlberg.com,+46 (0)97072613,2013-10-15

19741129-5445,Josefina,Hansson,Lillliden 28,Slaka,994 62,kaberg@lindqvist.net,+46 (0)182 835 07,1974-11-29

20210725-3691,Owe,Björklund,Mårtenssonliden 660,Åmål,984 53,maurits.lindberg@gmail.com,08-38 91 31,2021-07-25

19900318-8376,Berit,Ek,Rutgerliden 8,Ytternäs och Vreta,64695,adele.fransson@holmgren.info,0628053935,1990-03-18

19771123-6660,Majken,Björk,Kungsvägen 2,Morgongåva,92594,ek.signe@hermansson.com,+46646956846,1977-11-23

19710715-1249,Florence,Sundberg,Bergliden 38,Råneå,493 78,stanley47@gmail.com,+4620143179,1971-07-15

20110615-1976,Christine,Hermansson,Eddiestigen 27F,Morjärv,185 00,yeriksson@yahoo.com,071-086 07 35,2011-06-15

19871207-1365,Ida,Lindqvist,Tagestigen 4666,Röstånga,771 50,olof76@berg.org,+46 (0)8 751 17 98,1987-12-07

19890801-4196,Beatrice,Andersson,Idavägen 8,Gränum,69525,stromberg.bill@hotmail.com,08-25 37 09,1989-08-01

19860704-4673,Oliver,Fredriksson,Sundqvistvägen 3D,Skelleftehamn,883 85,harry86@eriksson.biz,+46 (0)8 950 11 71,1986-07-04

19910910-2565,Inga-Lisa,Nordström,Ringliden 22J,Götlunda,44339,bill64@yahoo.com,+46 (0)8 547 70 02,1991-09-10

19780509-2811,Reinhold,Lindgren,Hamnstigen 87P,Torsebro,63214,ilundstrom@holmgren.com,039-224 621,1978-05-09

19820914-5636,Victoria,Nordström,Sandström Väg 8,Söråker,516 33,rosita.bergqvist@jakobsson.com,+46 (0)2479427,1982-09-14

19930804-6986,Inga-Britt,Pettersson,Sjöliden 1535,Lugnet och Skälsmara,152 84,lundin.ernfrid@soderberg.com,+46 (0)93513496,1993-08-04

20160504-1512,Charlott,Claesson,Mathildagränd 20,Halvarsgårdarna,30742,udahlberg@bergman.com,0300-080 53,2016-05-04

20020401-7622,Eje,Johansson,Lillgatan 25N,Halltorp,523 62,lberg@gmail.com,+468205054,2002-04-01

20160810-5764,Greger,Jönsson,Kungsgatan 40T,Gullringen,94894,nystrom.desiree@yahoo.com,08-581 695 82,2016-08-10

20090223-2009,Ulla,Lindholm,Sundströmliden 875,Totebo,39512,holmberg.olof@yahoo.com,+46 (0)80176509,2009-02-23

20030708-7516,Rosa,Håkansson,Mattssongatan 568,Åsenhöga,70559,mats67@hellstrom.biz,+46 (0)7653601,2003-07-08

19920515-5895,Matts,Persson,Wikströmgränd 2961,Karlholmsbruk,496 77,hedlund.olga@yahoo.com,057889584,1992-05-15

19911114-6127,Folke,Sundström,Vasagatan 9H,Rosersberg,235 07,levi.nystrom@gmail.com,+46 (0)665 645 215,1991-11-14

19970808-1997,Ludvig,Fredriksson,Strömbergbacken 3,Alfta,33020,annagreta53@wikstrom.info,+46 (0)8 814 81 88,1997-08-08

19730811-2558,Esbjörn,Strömberg,Falkgatan 31,Morgongåva,26243,qlund@sandberg.info,08-88 82 08,1973-08-11

19751126-2211,Katarina,Forsberg,Storvägen 68S,Alfta,26682,liselott76@andersson.info,+46(0)9385663,1975-11-26

19870326-6308,Maj,Fransson,Florencegatan 33,Sunnansjö,30650,zviklund@hellstrom.com,+46(0)852620671,1987-03-26

20010131-9904,Hans-Olof,Karlsson,Fannyliden 33P,Sifferbo,38380,vivan57@stromberg.com,054291404,2001-01-31

19760809-0450,Hilding,Andreasson,Fredsgatan 6V,Motala,846 00,perolof.berglund@olofsson.net,0966-380 21,1976-08-09

20181206-4782,Stellan,Sundström,Linnégränd 9374,Båstad,51859,tmartinsson@gmail.com,+46 366 894 361,2018-12-06

19760730-2370,Lillemor,Claesson,Falkliden 3,Backa,12582,isundstrom@yahoo.com,+46901611187,1976-07-30

19801224-0647,Rudolf,Persson,Elinorvägen 2,Hällnäs,585 21,hberggren@hedlund.info,+46(0)1757556,1980-12-24

19840830-7217,Johny,Bergström,Drottninggränd 1,Bäckebo,58312,astrom.disa@gmail.com,091-316 721,1984-08-30

19970522-3819,Ann-Margret,Mattsson,Fredsliden 86,Gäddede,741 41,rikard.berggren@gmail.com,+46364698565,1997-05-22

20070422-3921,Liselotte,Wikström,Kungsgatan 44,Flen,44734,elaine26@gmail.com,08-401 140 99,2007-04-22

20110409-0972,Emma,Karlsson,Drottningvägen 128,Båstad,369 80,jmagnusson@gmail.com,+46(0)68977741,2011-04-09

20020529-2786,Dag,Olsson,Lundgrenvägen 57,Hackås,992 17,margaret59@mansson.com,+46 (0)75 80 95 23,2002-05-29

19820602-2444,James,Holmberg,Holmgrenstigen 8,Bergshamra,663 66,rengstrom@hotmail.com,+46 (0)447 478 70,1982-06-02

19700408-0278,Lars-Eric,Jonasson,Wallinliden 68W,Kvänum,82932,vnystrom@hotmail.com,+467339267,1970-04-08

20021014-8548,Hilda,Hellström,Hamngatan 30K,Havdhem,89024,goran56@yahoo.com,013067925,2002-10-14

19950116-9117,Beda,Jakobsson,Storvägen 15,Kimstad,124 05,inger89@bergqvist.com,+46 (0)538 789 14,1995-01-16

19761110-6696,Adam,Strömberg,Lindström Allé 39N,Träslövsläge,94790,slundstrom@viklund.org,0975-332 28,1976-11-10

20040808-2388,Folke,Lindström,Storgränd 7,Vintrie,78533,sundberg.paul@hotmail.com,+46 (0)588 875 91,2004-08-08

20210202-7594,Fridolf,Mattsson,Hamnstigen 18L,Östmark,342 64,arthur39@yahoo.com,+46(0)339490008,2021-02-02

20201230-4930,Robert,Berggren,Ivarsson Väg 89,Tågarp,29619,krister.andreasson@jakobsson.com,+46(0)94062961,2020-12-30

20200313-6705,Frida,Wallin,Cristinabacken 78,Nyborg,344 31,villiam91@yahoo.com,0981-953 42,2020-03-13

19780707-8837,Theodor,Nyström,Hamngränd 6324,Kärda,918 38,lindgren.anneli@yahoo.com,056871034,1978-07-07

20000719-5771,Thore,Nordström,Linnéstigen 3,Finspång,178 25,klindholm@yahoo.com,+4641439697,2000-07-19

19950820-9442,Sven,Lundin,Småliden 3,Gävle,528 02,alvar02@yahoo.com,069-401 033,1995-08-20

20051013-6945,Claes-Göran,Sundqvist,Holmberggatan 1180,Ensjön,37419,iengstrom@sundberg.com,072-69 63 22,2005-10-13

20180205-9367,Micael,Sjöberg,Kungsgränd 6475,Marieholm,560 50,rsundstrom@larsson.info,097-419 168,2018-02-05

19881123-5502,Bror,Nordin,Sjöbacken 753,Arbrå,628 96,soderberg.naima@gmail.com,+46 867 699 455,1988-11-23

19941226-1423,Elida,Martinsson,Lillbacken 6,Björköby,221 00,efraim28@gmail.com,+46(0)71095811,1994-12-26

20090903-5545,Kristin,Berglund,Arvidssonliden 3,Tureholm,95783,ymagnusson@holm.net,+46(0)798224895,2009-09-03

20150902-2892,Jarl,Olofsson,Lundingatan 5V,Ostvik,58978,rholmgren@gmail.com,+46 (0)79 74 80 31,2015-09-02

19991108-9122,Boel,Hermansson,Linnéstigen 17,Båtskärsnäs,55411,bror.bergqvist@hotmail.com,+46 274 104 788,1999-11-08

20060404-0517,Carl-Gustav,Söderberg,Sjöbacken 7226,Stora Bugärde,30860,jesper.persson@astrom.com,+4650075804,2006-04-04

19760730-7256,Fridolf,Åström,Karolinagränd 5B,Emtunga,68041,mats87@gmail.com,0930339458,1976-07-30

20080413-9162,Gullvi,Ekström,Bengt-Åkegränd 53S,Muskö,48058,ulund@gmail.com,+46 (0)603 561 86,2008-04-13

19871007-1264,Magdalena,Lundqvist,Erikssonstigen 83,Storå,370 55,brittmarie30@yahoo.com,067465613,1987-10-07

20081222-5354,Ines,Lundin,Brunnsgatan 6,Floda,363 53,hansson.carola@holm.com,+46(0)485033722,2008-12-22

19790720-2996,Elisabet,Hellström,Arvidsson Allé 5,Långviksmon,172 35,sandstrom.nicklas@gmail.com,016366345,1979-07-20

19941017-3912,Reino,Sjögren,Lillbacken 3I,Tanumshede,523 83,annchristin05@jonsson.biz,+46 (0)828 378 359,1994-10-17

20130903-4157,Gully,Blom,Kungsstigen 5T,Habo,465 03,larsolov.engstrom@gmail.com,+46 (0)4613425,2013-09-03

19840209-2966,Max,Sjögren,Vilmabacken 7,Simlångsdalen,364 06,cwikstrom@sandberg.biz,+46(0)8984268,1984-02-09

19941021-7015,Kristian,Hansen,Wikströmstigen 17M,Gusselby,54961,blom.marina@gmail.com,+46(0)5290501,1994-10-21

19710303-1185,Tonny,Nyberg,Holmqvist Allé 2,Vimmerby,599 66,wsjoberg@sundstrom.com,+46 (0)51568023,1971-03-03

20070810-8171,Helén,Ström,Kristinvägen 53Z,Arild,927 93,eje.eriksson@bjorklund.com,08-082 536 36,2007-08-10

19740222-4577,Liselotte,Berggren,Fredsgränd 4R,Smedstorp,546 84,amandus.jakobsson@yahoo.com,+4649453414,1974-02-22

20030804-7142,Per-Olof,Hermansson,Hellström Backe 151,Karlsvik,31946,rlindqvist@fransson.net,074427736,2003-08-04

19860302-8657,Thorvald,Svensson,Ellenliden 4W,Väckelsång,887 05,vpalsson@palsson.com,08-672 36 76,1986-03-02

19761225-0141,Lilly,Eriksson,Drottningliden 37,Hishult,79766,martensson.ingela@gmail.com,+46 (0)79 58 70 72,1976-12-25

19991023-0166,Emerentia,Ekström,Nilsgränd 8,Nybro,624 31,holmqvist.levin@gmail.com,020-793 78 75,1999-10-23

19820430-1907,Yngve,Svensson,Engströmgränd 30W,Korsberga,346 36,lydia49@hotmail.com,+46(0)709129224,1982-04-30

20070130-7396,Rigmor,Lindqvist,Brunnsbacken 918,Skåpafors,92767,xberg@strom.com,096-146 99 57,2007-01-30

20000226-6606,Maurits,Sandberg,Richardvägen 5630,Stenungsund,45243,hildur14@gmail.com,059-207 31 75,2000-02-26

19990316-2139,Thorvald,Falk,Arvidssonbacken 93F,Hammarstrand,664 03,elmer.lund@gustafsson.info,+4673905207,1999-03-16

20131130-2727,Helny,Håkansson,Storliden 26L,Karesuando,648 42,majbritt68@yahoo.com,+46 922 871 376,2013-11-30

20080719-7669,Glenn,Hansen,Eliasliden 99,Malmslätt,140 63,viktoria.sundberg@martinsson.info,+4671923008,2008-07-19

20021110-8263,Elvira,Norberg,Maritgränd 475,Kungshamn,87002,berglund.annecharlotte@gmail.com,096936928,2002-11-10

19871114-4450,Mariann,Holm,Drottningstigen 95U,Mariedal,90635,eve00@gmail.com,012497489,1987-11-14

19821213-6812,Anselm,Norberg,Drottninggatan 97C,Nälden,370 30,martensson.suzanne@hakansson.biz,08-66 32 50,1982-12-13

20030926-5440,Caroline,Lundqvist,Jonssonbacken 2156,Solberga,65217,elna.bergman@gmail.com,0589742849,2003-09-26

20090602-4255,Ivar,Lind,Arvidagatan 2252,Karlsvik,25737,sture.hansson@blomqvist.com,053979071,2009-06-02

20140813-5977,Johannes,Berggren,Ringgränd 784,Borgstena,108 66,ysoderberg@hansson.com,+46479912017,2014-08-13

19930916-5485,Elvi,Pettersson,Lillliden 59,Grums,255 64,yabrahamsson@gmail.com,066-057 052,1993-09-16

20180228-1572,Lydia,Wallin,Björkvägen 7,Hällbybrunn,208 30,xwallin@wikstrom.com,08-547 08 88,2018-02-28

20171217-7897,Salomon,Berggren,Linnégränd 45,Bäckefors,76188,lindqvist.ulf@yahoo.com,+46 (0)2610260,2017-12-17

19771215-1882,Valentin,Blom,Vasabacken 9303,Kinnarumma,844 23,samuelsson.iris@yahoo.com,046-534 71 37,1977-12-15

19860826-6406,Peter,Holmgren,Lillbacken 43,Hofors,801 66,gert.bergqvist@lundgren.net,+46 (0)5131172,1986-08-26

20051005-2266,Doris,Berglund,Brunnsgränd 58Y,Solsidan,75062,bsandberg@yahoo.com,+46(0)752550010,2005-10-05

20200731-4353,Olof,Ivarsson,Richardvägen 70,Lidköping,73777,tbergstrom@bjork.com,+462899639,2020-07-31

19771118-4919,Disa,Holmberg,Fredsgränd 24P,Alvik,129 80,bo.isaksson@gmail.com,0391637912,1977-11-18

19810716-0215,Rosa,Hedlund,Halvarvägen 59L,Yttersjö,76691,nyberg.glenn@gmail.com,+46(0)30590543,1981-07-16

19960703-9835,Albertina,Nilsson,Kungsvägen 43S,Äsperöd,144 21,isaksson.reidar@nordstrom.info,099076854,1996-07-03

19760319-8835,Engelbrekt,Löfgren,Claessonbacken 3,Fränsta,755 93,lund.victor@gmail.com,08-517 062 45,1976-03-19

20150522-9301,Sonja,Lindberg,Linnégränd 6E,Hovid,608 75,lpalsson@forsberg.net,+46 (0)444 405 79,2015-05-22

19820725-4788,Per-Olov,Nyström,Smågatan 3,Rängs sand,609 01,upersson@yahoo.com,+46 (0)705 632 891,1982-07-25

19781126-4261,Alvar,Falk,Kungsstigen 5U,Skärgårdsstad,236 45,leif.bergqvist@gmail.com,+4648808729,1978-11-26

20171210-4152,Gösta,Ek,Sjöliden 582,Ekeby-Almby,33355,ralf.sandberg@berglund.com,+46 (0)17078254,2017-12-10

20040126-4463,Nils,Claesson,Oliviastigen 4080,Rosvik,44308,lindqvist.anita@yahoo.com,0568-151 41,2004-01-26

20021220-7283,Monica,Holm,Matsgränd 402,Stöcksjö,58631,berndt.bjorklund@nordstrom.org,+46629593028,2002-12-20

20100915-7079,Vidar,Nilsson,Blomqvist Allé 6B,Bensbyn,594 14,strom.evelyn@karlsson.com,08-769 89 32,2010-09-15

20160608-3989,Olaus,Danielsson,Vasagatan 83,Norr-Hede,379 64,kenneth.nordin@lindholm.org,097-700 73 67,2016-06-08

19871029-3657,Artur,Lund,Sigridvägen 3O,Siljansnäs,21767,agneta07@mansson.com,+46 (0)794 533 37,1987-10-29

19700514-2957,Emanuel,Holmberg,Vasastigen 7B,Ersmark,50316,dlarsson@claesson.org,+4649272194,1970-05-14

19840306-7008,Lilly,Hellström,Georgebacken 9,Boo,233 93,ellert.abrahamsson@mansson.com,+46485257235,1984-03-06

20181201-7645,Roland,Sjögren,Ringbacken 2279,Gyttorp,264 62,pettersson.brittinger@yahoo.com,08-392 728 04,2018-12-01

19810314-3263,Stellan,Öberg,Anderssongatan 1T,Bäsna,52830,enar51@lundberg.net,+46 (0)8 692 36 60,1981-03-14

20000317-5482,Hasse,Lindberg,Hedlundbacken 90W,Vittsjö,85385,ebergqvist@gmail.com,+46996267954,2000-03-17

20141109-6491,Anna-Carin,Hellström,Hjalmargatan 9L,Tällberg,832 48,annacarin06@olofsson.info,+46 (0)8 206 29 26,2014-11-09

19860801-2063,Sven,Nilsson,Linnévägen 7119,Vassbäck,28157,lofgren.desideria@hotmail.com,+46968255883,1986-08-01

20010418-3695,Linnea,Mattsson,Persson Väg 94,Älvängen,52687,charlotta.henriksson@gmail.com,+46 (0)472 529 45,2001-04-18

20210620-8891,Hulda,Sundström,Fredsgränd 63P,Lit,33838,leila.lindstrom@hotmail.com,+46 (0)44153167,2021-06-20

20070108-6121,Solbritt,Larsson,Olofssonbacken 73M,Ljusne,284 63,kristian.holm@holmqvist.biz,+46782273880,2007-01-08

19771129-6632,Efraim,Viklund,Nilssonvägen 69,Ullånger,43508,blomqvist.olle@jansson.org,075664522,1977-11-29

20081008-7270,Glenn,Håkansson,Fredsvägen 1626,Hjärup,749 79,sylvia30@nyberg.com,+46 (0)349 301 26,2008-10-08

19730130-3335,Ferdinand,Norberg,Sjöberg Gata 2A,Myrviken,447 09,bergqvist.carlgustav@gmail.com,+46 (0)690 543 80,1973-01-30

19780208-0194,Evelina,Falk,Lindholm Gata 25,Hultafors,730 34,sjoberg.gunni@yahoo.com,062548705,1978-02-08

19950920-0187,Fred,Johansson,Fredsgatan 1M,Ölmanäs,45708,waxelsson@ek.com,+46 932 076 620,1995-09-20

19770731-4209,Märtha,Hedlund,Ann-Katringränd 941,Sävja,86414,henriksson.annie@hotmail.com,+4648007744,1977-07-31

19850429-1975,Frank,Lundqvist,Holmqvistgränd 4,Älmsta,238 87,heinz11@yahoo.com,+46(0)493139684,1985-04-29

19721130-6141,Josefina,Bergman,Linnébacken 778,Grums,990 53,hansen.henriette@sandberg.net,+46 (0)32553124,1972-11-30

19850505-1449,Dagny,Pålsson,Vasastigen 4L,Forssjö,369 36,nordstrom.laurentius@hotmail.com,+46272597527,1985-05-05

19850805-2856,Annika,Gustafsson,Lundgrengränd 50,Bälgviken,805 15,kholmgren@yahoo.com,+46 (0)304 898 601,1985-08-05

20001001-0638,Tora,Blom,Ringbacken 18V,Glommen,77349,eklund.frank@bergman.com,+46 (0)634 949 437,2000-10-01

20110701-0864,Märta,Martinsson,Bengtsson Backe 1A,Bergsviken,601 01,lisa.larsson@hotmail.com,+46 (0)131 312 866,2011-07-01

20140915-9570,Gun-Britt,Olofsson,Ottilialiden 7H,Varberg,660 58,marita42@hotmail.com,0867727028,2014-09-15

20060828-4164,Roy,Åkesson,Wikströmbacken 13O,Jonslund,84445,danielsson.juhani@magnusson.com,+46(0)166301349,2006-08-28

19941021-5315,Vendela,Wikström,Hansenvägen 72,Marstrand,87714,rose.lindberg@sundstrom.com,+46(0)390116761,1994-10-21

19900905-6908,Reidar,Sundberg,Drottninggränd 121,Lidhult,545 84,isaksson.helen@forsberg.org,0501-425 54,1990-09-05

20101021-7358,Villiam,Håkansson,Drottningbacken 5582,Bäckaskog,679 61,christer.martensson@danielsson.com,+46(0)5596392,2010-10-21

19960926-5042,Kersti,Lundberg,Signargatan 3H,Skavkulla och Skillingenäs,64686,rosita.bergstrom@lindberg.com,059-45 52 24,1996-09-26

20151205-0178,Helena,Jakobsson,Jonsson Gata 46,Sala,67205,arvidsson.syster@hakansson.com,063-53 77 99,2015-12-05

20110618-9976,Madeleine,Holm,Dahlberggatan 45M,Arontorp,480 94,hartvig.eriksson@hotmail.com,08-454 69 79,2011-06-18

20170817-5841,Teresia,Norberg,Sofiastigen 5Q,Roma (Romakloster),45546,xstromberg@yahoo.com,+46769076399,2017-08-17

19870219-2790,Harriet,Dahlberg,Åbergvägen 4932,Tving,88618,helfrid.norberg@yahoo.com,051910651,1987-02-19

19850719-7657,Lola,Forsberg,Holmberg Väg 5A,Sveg,88291,justus.stromberg@strom.com,0216-603 23,1985-07-19

19861106-3797,Kåre,Andreasson,Linnébacken 17P,Oxie,876 67,vabrahamsson@bjork.com,+465237528,1986-11-06

19860627-3387,Tom,Håkansson,Hedlundgränd 420,Åsby,174 91,inga.sandberg@gmail.com,08-345 200 29,1986-06-27

19901117-0960,Monika,Holmqvist,Vasabacken 1,Jukkasjärvi,52630,tore88@hotmail.com,+468733379,1990-11-17

19850917-0732,Engelbert,Viklund,Sevedbacken 1Q,Ardala,69104,bergqvist.dennis@gmail.com,0865-101 16,1985-09-17

19810411-7771,Ture,Dahlberg,Storbacken 48F,Eldsberga,18468,bill69@berggren.com,+46 (0)560 885 20,1981-04-11

19850703-7449,Solvig,Lindberg,Storgatan 35,Korsberga,26555,halvar.lindholm@hotmail.com,0835-031 72,1985-07-03

19781005-3281,Gunhild,Olofsson,Berggrenvägen 93,Åsen,387 24,anny84@berglund.com,+46775463576,1978-10-05

19710115-8399,Odd,Dahlberg,Tomasliden 130,Blentarp,777 48,karlaxel39@hotmail.com,0213939920,1971-01-15

20101226-5820,Anna-Greta,Fransson,Björklundvägen 76,Kurland,392 02,eleonora23@andersson.org,+46(0)576136931,2010-12-26

19880609-8469,Anshelm,Jonsson,Vasabacken 5070,Karlshamn,99472,ehedlund@lundberg.com,08-30 42 08,1988-06-09

20071012-5880,Erling,Lundqvist,Kungsgatan 30Q,Östra Grevie,458 74,jonsson.helga@bergqvist.com,098-33 71 65,2007-10-12

19840610-8534,Mari,Lundgren,Bergmanbacken 7,Vattholma,60091,kent.isaksson@lundgren.com,0857629108,1984-06-10

20090318-1112,Alexandra,Pålsson,Sandströmliden 4,Ånäset,88390,fredriksson.herman@hotmail.com,0707122853,2009-03-18

19780410-8739,Torkel,Lundqvist,Småvägen 5406,Simlångsdalen,11675,alfhild.holmgren@persson.com,033-15 65 80,1978-04-10

19980428-6797,Axelia,Eriksson,Storvägen 8948,Torsåker,90770,hanserik.palsson@hotmail.com,0623-545 29,1998-04-28

20040626-7923,Engelbrekt,Bengtsson,Drottninggränd 52F,Strömsbruk,883 42,mona.olsson@yahoo.com,0842-702 59,2004-06-26

20020109-7200,Fredrika,Svensson,Linnéstigen 6836,Åkers styckebruk,269 43,ekstrom.eve@ek.com,+46 (0)955 311 23,2002-01-09

19830411-9373,Henriette,Ström,Storvägen 1473,Lilla Edet,967 05,dwikstrom@gmail.com,0867840740,1983-04-11

